,urname,weapon,jacket,shoulder,pants,shoes,waist,amulet,wrist,ring,support,magicstone,earring,fusion ring
0,대머리스컹크,결전의 선현궁 - 뮤즈,얼티밋 제너레이터,주체할 수 없는 낡은 규칙,언리밋 사이버네틱,내딛는 용기,쿨링 서포트 벨트,잠겨진 영역,생명이 담긴 가죽 토시,어댑터블 투톤 링,굴착 강화 파츠,자연에 녹아드는 이슬,시각의 관점,흑룡 : 끝없는 암흑의 굴레
0,플랍플립,결전의 로드 - 소환사,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,작은 풀잎의 순수함,뚜렷해지는 소멸된 사념,생명이 담긴 잔,거짓 속의 거짓,황혼의 성단,금룡 : 무한한 빛의 결계
0,받아라화정,결전의 빗자루 - 인챈트리스,격동하는 마음,주체할 수 없는 낡은 규칙,지치지 않는 여정의 하의,엑셀러레이터,쿨링 서포트 벨트,잠겨진 영역,생명이 담긴 가죽 토시,어댑터블 투톤 링,정의의 기사 가면,미지의 문명 - 스타 스톤,시각의 관점,
0,ilililililii,,,,,,,,,,,,,
0,짹소리,근원을 삼킨 완드,리버시블 레더 코트,매니퓰레이션,깨지지 않는 빛바랜 신념,검은 발자국,가이드 라인 벨트,검은 별,억제된 마력의 팔찌,어댑터블 투톤 링,옵티컬 컴뱃 글래스,잿빛의 묘상석,아크로매틱 룸버스,흑룡 : 끝없는 암흑의 굴레
0,야정민,결전의 십자가 - 크루세이더(여),쉐도우블랙 슈트,주체할 수 없는 낡은 규칙,언리밋 사이버네틱,내딛는 용기,쿨링 서포트 벨트,잠겨진 영역,생명이 담긴 가죽 토시,어댑터블 투톤 링,굴착 강화 파츠,생명이 깃든 초록빛 액체,시각의 관점,
0,재앙의손아귀,근원을 삼킨 완드,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,가이드 라인 벨트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,옵티컬 컴뱃 글래스,잿빛의 묘상석,아크로매틱 룸버스,흑룡 : 끝없는 암흑의 굴레
0,렉븜조짐당함,결전의 로드 - 소환사,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,작은 풀잎의 순수함,뚜렷해지는 소멸된 사념,죽음을 부르는 관,완성형 동력 제어장치,폭발형 : 소형 전술 플레어,금룡 : 무한한 빛의 결계
0,로제상향필수,결전의 리볼버 - 레인저(여),리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,옵티컬 컴뱃 글래스,승리가 약속된 시간,폭풍을 삼킨 에너지,
0,염미정,결전의 십자가 - 크루세이더(여),얼티밋 제너레이터,주체할 수 없는 낡은 규칙,지치지 않는 여정의 하의,내딛는 용기,쿨링 서포트 벨트,폭룡왕의 지배 - 공포,생명이 담긴 가죽 토시,어댑터블 투톤 링,굴착 강화 파츠,생명이 깃든 초록빛 액체,시각의 관점,흑룡 : 끝없는 암흑의 굴레
0,동종다당류,결전의 배틀액스 - 퇴마사,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,어댑터블 투톤 링,엔트 정령의 성배,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,낭만검사두리,근원을 삼킨 도,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,광검질34년째,근원을 삼킨 광검,하이테크 전술지휘 아머,아픔을 감싸는 위엄,깨지지 않는 빛바랜 신념,일렉트릭 프루프 부츠,파괴된 신념,기품의 금빛 장신구,찬란한 금장 팔찌,에너지 서치 링,드러나는 흐릿한 지식,피어오르는 광기,결전의 광검 - 베가본드,흑룡 : 끝없는 암흑의 굴레
0,드래곤없음,,,,,,,,,,,,,
0,신성한등짝,결전의 낫 - 미스트리스,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,무뎌지는 둔화된 변화,뚜렷해지는 소멸된 사념,생명이 담긴 잔,언비튼 메달,폭발형 : 소형 전술 플레어,
0,로이데몬,결전의 대검 - 데몬슬레이어,리버시블 레더 코트,끝을 바라보는 시선,깨지지 않는 빛바랜 신념,천재 기술자의 두터운 보호부츠,천재 기술자의 멀티툴 벨트,고양된 분노의 목걸이,흑화의 구속 팔찌,어댑터블 투톤 링,옵티컬 컴뱃 글래스,억류된 혼의 령주,저주받은 굴레,
0,네네검은치킨,,,,,,,,,,,,,
0,"성당누나,",결전의 십자가 - 크루세이더(여),고귀한 신의,주체할 수 없는 낡은 규칙,숲속의 마녀 하의,내딛는 용기,쿨링 서포트 벨트,퍼스트 스페이드 - 노블레스,엔트 정령의 팔찌,어댑터블 투톤 링,굴착 강화 파츠,숲속의 마녀 정령석,시각의 관점,흑룡 : 끝없는 암흑의 굴레
0,앙칼진애긔븝,,,,,,,,,,,,,
0,다람파이터,근원을 삼킨 클로,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,완성형 동력 제어장치,폭풍을 삼킨 에너지,
0,헤이빈,,,,,,,,,,,,,
0,웃고있을때,결전의 십자가 - 크루세이더(여),얼티밋 제너레이터,주체할 수 없는 낡은 규칙,언리밋 사이버네틱,내딛는 용기,쿨링 서포트 벨트,테크놀로지 바디캠 네클리스,생명이 담긴 가죽 토시,어댑터블 투톤 링,굴착 강화 파츠,거짓 속의 거짓,시각의 관점,흑룡 : 끝없는 암흑의 굴레
0,리볼버에칼담,,,,,,,,,,,,,
0,해결사웅재,,,,,,,,,,,,,
0,￡aun℃herⁿ,,,,,,,,,,,,,
0,레미레미렝,결전의 도 - 아수라,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,작은 풀잎의 순수함,뚜렷해지는 소멸된 사념,굴착 강화 파츠,거짓 속의 거짓,폭발형 : 소형 전술 플레어,금룡 : 무한한 빛의 결계
0,누트,근원을 삼킨 낫,엔트 정령의 상의,블랙 캣 헬멧,벤타블랙 팬츠,검은 발자국,가이드 라인 벨트,디젯 퓨즈 초크,미니어쳐 헤드셋 암릿,골드 윙 반지,굴착 강화 파츠,지상형 : 전술 차륜 드론,초소형 GPS,
0,유겸이엄마,근원을 삼킨 광검,탐험가의 노련한 코트,유쾌함 속의 열망,깨지지 않는 빛바랜 신념,과거를 뒤로 한 전진,얼터레이션 다이얼 벨트,잠겨진 영역,흑화의 구속 팔찌,어댑터블 투톤 링,옵티컬 컴뱃 글래스,지상형 : 전술 차륜 드론,결전의 광검 - 베가본드,천계 연합군 : 밝게 빛나는 희망
0,[In],근원을 삼킨 도,리버시블 레더 코트,매니퓰레이션,악몽을 이겨낸 승전보,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,잊혀진 기록,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,닝겐중독,근원을 삼킨 도,탐험가의 노련한 코트,아픔을 감싸는 위엄,혼돈을 두른 장막,과거를 뒤로 한 전진,얼터레이션 다이얼 벨트,고양된 분노의 목걸이,흑화의 구속 팔찌,어댑터블 투톤 링,옵티컬 컴뱃 글래스,승리가 약속된 시간,폭풍을 삼킨 에너지,
0,배/럴,근원을 삼킨 핸드캐넌,하이테크 전술지휘 아머,자유를 수호하는 윙 숄더,침식되는 이성,일렉트릭 프루프 부츠,파괴된 신념,기품의 금빛 장신구,찬란한 금장 팔찌,어댑터블 투톤 링,터치 컨트롤 패널,피어오르는 광기,눈물이 스민 보석,
0,매서운겨울,,,,,,,,,,,,,
0,븜레돌이,근원을 삼킨 도,어릴적 꿈꿔온 무대,화려한 청색의 음율,깨지지 않는 빛바랜 신념,소망을 전하는 편지,음율에 담은 소망,잔잔한 선율,오랜 시간 품어온 소원,원터치 스마트 리모콘,꿈같은 환호성,두근거리는 열정,인력의 법칙,
0,NonStop.Holy,,,,,,,,,,,,,
0,블레이드하늘,근원을 삼킨 도,천재 기술자의 전문 작업복 상의,매니퓰레이션,옥화의 망령 대퇴갑,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,억류된 혼의 령주,폭풍을 삼킨 에너지,
0,Cao,근원을 삼킨 소검,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,숲속의 마녀 바구니,잊혀진 기록,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,시니찬,근원을 삼킨 도,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,무뎌지는 둔화된 변화,골드 윙 반지,용살자의 증표 - 용골 뿔피리,자연에 녹아드는 이슬,폭발형 : 소형 전술 플레어,
0,망고빙수설빙,,,,,,,,,,,,,
0,뮤즈땡,결전의 선현궁 - 뮤즈,고귀한 신의,주체할 수 없는 낡은 규칙,언리밋 사이버네틱,내딛는 용기,쿨링 서포트 벨트,테크놀로지 바디캠 네클리스,생명이 담긴 가죽 토시,어댑터블 투톤 링,굴착 강화 파츠,생명이 깃든 초록빛 액체,시각의 관점,흑룡 : 끝없는 암흑의 굴레
0,ETERNAL][GP,근원을 삼킨 통파,리버시블 레더 코트,매니퓰레이션,언리밋 사이버네틱,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,와이펀트,불가침의 영역 - 도,리버시블 레더 코트,매니퓰레이션,언리밋 사이버네틱,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,
0,넨호미,근원을 삼킨 너클,엔트 정령의 상의,매니퓰레이션,혼돈을 두른 장막,과거를 뒤로 한 전진,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,숲속의 마녀 정령석,숲속의 마녀 귀걸이,흑룡 : 끝없는 암흑의 굴레
0,Anne_Meier,근원을 삼킨 소검,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,작은 풀잎의 순수함,뚜렷해지는 소멸된 사념,굴착 강화 파츠,거짓 속의 거짓,폭발형 : 소형 전술 플레어,금룡 : 무한한 빛의 결계
0,엘바흐,근원을 삼킨 로드,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,아크로매틱 룸버스,흑룡 : 끝없는 암흑의 굴레
0,고추맛꼬홀,결전의 십자가 - 크루세이더(남),쉐도우블랙 슈트,주체할 수 없는 낡은 규칙,언리밋 사이버네틱,내딛는 용기,쿨링 서포트 벨트,절대감각의 방위구,생명이 담긴 가죽 토시,어댑터블 투톤 링,정의의 기사 가면,자연에 녹아드는 이슬,시각의 관점,흑룡 : 끝없는 암흑의 굴레
0,콘르르,,,,,,,,,,,,,
0,패키지쓰레기,,,,,,,,,,,,,
0,전생세라핌,결전의 십자가 - 크루세이더(여),고귀한 신의,주체할 수 없는 낡은 규칙,언리밋 사이버네틱,내딛는 용기,쿨링 서포트 벨트,잠겨진 영역,생명이 담긴 가죽 토시,어댑터블 투톤 링,굴착 강화 파츠,생명이 깃든 초록빛 액체,시각의 관점,
0,서커싸커소쿨,,,,,,,,,,,,,
0,짝통버프2,결전의 십자가 - 크루세이더(여),탐험가의 노련한 코트,주체할 수 없는 낡은 규칙,지치지 않는 여정의 하의,엑셀러레이터,쿨링 서포트 벨트,아토믹 코어 네클레스,생명이 담긴 가죽 토시,어댑터블 투톤 링,죽음을 부르는 관,생명이 깃든 초록빛 액체,인력의 법칙,
0,코풍제월,근원을 삼킨 너클,쉐도우블랙 슈트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,완성형 동력 제어장치,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,곧터널증후군,결전의 빗자루 - 크리에이터,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,폭룡왕의 지배 - 무력,서드 스페이드 - 데스,용살자의 증표 - 용골 뿔피리,거짓 속의 거짓,배회하는 혼령의 향로,금룡 : 무한한 빛의 결계
0,루시엘사,근원을 삼킨 보우건,블루 베릴 아머,유쾌함 속의 열망,언리밋 사이버네틱,과거를 뒤로 한 전진,파괴된 신념,고양된 분노의 목걸이,흑화의 구속 팔찌,어댑터블 투톤 링,옵티컬 컴뱃 글래스,저주받은 마음,들이치는 희미한 탄식,
0,Grab_Core,결전의 통파 - 그래플러(여),리버시블 레더 코트,매니퓰레이션,지치지 않는 여정의 하의,경계를 넘어선 차원,쿨링 서포트 벨트,검은 별,억제된 마력의 팔찌,전술 레이더망 링,무모하지만 합리적인 작전,승리가 약속된 시간,폭풍을 삼킨 에너지,
0,술한잔어때??,결전의 대검 - 소드마스터,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,솔저 호너 네클리스,무뎌지는 둔화된 변화,서드 스페이드 - 데스,굴착 강화 파츠,거짓 속의 거짓,폭발형 : 소형 전술 플레어,금룡 : 무한한 빛의 결계
0,아슈면,근원을 삼킨 창,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,잿빛의 묘상석,아크로매틱 룸버스,
0,삐릿,근원을 삼킨 자동권총,리버시블 레더 코트,매니퓰레이션,라이트 어댑터 팬츠,엑셀러레이터,불변의 부유석 벨트,검은 별,억제된 마력의 팔찌,어댑터블 투톤 링,파괴된 생명,잊혀진 기록,아크로매틱 룸버스,흑룡 : 끝없는 암흑의 굴레
0,사호남,결전의 십자가 - 크루세이더(남),고귀한 신의,주체할 수 없는 낡은 규칙,언리밋 사이버네틱,엑셀러레이터,대지를 수호하는 윙 벨트,절대감각의 방위구,골렘의 핵 팔찌,어댑터블 투톤 링,굴착 강화 파츠,생명이 깃든 초록빛 액체,시각의 관점,흑룡 : 끝없는 암흑의 굴레
0,해줘야댕,근원을 삼킨 광검,탐험가의 노련한 코트,엔트 정령의 어깨,깨지지 않는 빛바랜 신념,하이테크 고기동 강화 부츠,마땅한 본분,고양된 분노의 목걸이,흑화의 구속 팔찌,어댑터블 투톤 링,옵티컬 컴뱃 글래스,숨결을 삼킨 용옥,들이치는 희미한 탄식,진룡 : 무거운 철의 투지
0,징베,,,,,,,,,,,,,
0,위즈니악,,,,,,,,,,,,,
0,킬러의지능,근원을 삼킨 도,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,무뎌지는 둔화된 변화,뚜렷해지는 소멸된 사념,옵티컬 컴뱃 글래스,잊혀진 기록,딥 다이버 이어링,
0,무벵,,,,,,,,,,,,,
0,등떠미는나,결전의 빗자루 - 인챈트리스,얼티밋 제너레이터,주체할 수 없는 낡은 규칙,평화를 수호하는 윙 레깅스,엑셀러레이터,옥화의 망령 요갑,잠겨진 영역,이온화조정 팔찌,어댑터블 투톤 링,굴착 강화 파츠,자연에 녹아드는 이슬,시각의 관점,
0,규리마신,,,,,,,,,,,,,
0,빛이함께하길,결전의 십자가 - 크루세이더(남),탐험가의 노련한 코트,주체할 수 없는 낡은 규칙,지치지 않는 여정의 하의,엑셀러레이터,옥화의 망령 요갑,고양된 분노의 목걸이,미니어쳐 헤드셋 암릿,어댑터블 투톤 링,굴착 강화 파츠,어둠을 먹는 심장,인력의 법칙,천계 연합군 : 밝게 빛나는 희망
0,NEH000,근원을 삼킨 너클,리버시블 레더 코트,매니퓰레이션,라이트 어댑터 팬츠,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,고통의 상처,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,월하향,결전의 선현궁 - 뮤즈,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,작은 풀잎의 순수함,뚜렷해지는 소멸된 사념,굴착 강화 파츠,생명이 깃든 초록빛 액체,폭발형 : 소형 전술 플레어,금룡 : 무한한 빛의 결계
